gene,correlation
HDLBP,0.093219402
CENPF,0.093216728
AHDC1,0.093211918
EPHX3,0.093210391
FXYD6,0.093195804
ADCYAP1,0.093192753
CKM,0.093189936
CD86,0.093184897
AVP,0.093184769
DNAJB11,0.093179434
CROCC,0.09317585
EIF3IP1,0.093172614
CALY,0.093169244
CHRM3,0.093164419
DPM2,0.093160824
AXIN1,0.09315945
KRT81,0.093158592
DCST2,0.093150703
CLEC9A,0.093141472
ABCE1,0.093139939
BMPER,0.093128979
ACD,0.09312614
AGPS,0.093111072
COMMD5,0.093111015
HARS,0.09310854
BAX,0.093103131
C5orf22,0.093097378
GGN,0.093079072
EFCAB7,0.09306962
FAM131B,0.093067587
EIF4E3,0.093061116
KIAA0753,0.093060145
KLF14,0.093058572
KLHL35,0.093054287
CARD17,0.093053121
FKBPL,0.093040335
EXOC8,0.093038725
ATXN7L3B,0.093022986
DRG2,0.09301911
HSPA9,0.093014204
AADACL3,0.093009879
LGALS3,0.092987877
LMBR1L,0.092981934
ACTN1,0.092951226
C22orf23,0.092949052
CHD2,0.092944152
ANKS6,0.092943449
CTDSPL2,0.092943199
COLQ,0.092912427
ASB8,0.092911466
ASTL,0.09288828
MAB21L2,0.092886934
DHX33,0.092881439
CASC1,0.092869107
INCA1,0.092868177
MAP4K2,0.092850727
ABHD2,0.092840181
APC2,0.092831859
C9orf62,0.092811357
FPR1,0.092797078
GGA3,0.092794826
GTF3A,0.092793305
GNA12,0.092792486
GJB3,0.092786277
CDH24,0.092777241
LLPH,0.092767391
ATP4A,0.092751749
ID2,0.092750132
CRYGS,0.09274971
LY6D,0.09274637
CYB5R3,0.092741417
GSX1,0.092740654
EIF5AL1,0.092729895
ETS2,0.092703612
LILRB4,0.092692922
BTN3A3,0.092690123
ANKRD34A,0.092655067
KCNK1,0.092648222
CDKL2,0.092647901
COPS7B,0.092645192
ESPL1,0.092639951
AKAP10,0.092635028
GRIN2D,0.092628465
CNOT4,0.092621137
CACYBP,0.092615616
BZW2,0.09260255
EIF2AK1,0.092596835
AP3M1,0.092585248
KCNAB3,0.092580063
COG3,0.092576769
FAM76B,0.09257192
CLGN,0.092570241
EMG1,0.092561687
KIAA2013,0.092560442
ANKRD53,0.092549675
CDH22,0.092547978
DSN1,0.092539886
AKIRIN2,0.092537288
APCS,0.092535364
CYP1B1_AS1,0.092535287
GRAMD1C,0.092528376
KRTAP10_9,0.092521379
APOA1,0.092520139
ADPGK,0.092512889
IFI16,0.092512049
GNB5,0.092509613
CHRNA10,0.092504302
KRT17,0.092468335
BSCL2,0.09245944
LAMA1,0.092449898
FOXP2,0.09243721
CTAGE11P,0.092426335
MASP2,0.092411777
CCDC86,0.092409486
IMPDH2,0.092403245
ESRRG,0.092392949
FAM47C,0.092363089
ADORA1,0.092358537
KPTN,0.092358532
KRTAP5_11,0.092353496
GNE,0.092347378
CRH,0.092344619
GRIPAP1,0.092328033
CASZ1,0.092326458
GOT2,0.092321365
KCNA5,0.09231582
DAB2,0.092312534
CSF1,0.092304353
LOC441052,0.092296781
FGD4,0.09229485
CCDC9,0.092290817
ARMC2,0.092288398
ARID4B,0.092272666
LOC100190986,0.092259243
FAM131C,0.092257522
ASB16,0.092224868
CHMP4C,0.092222882
FGL2,0.092212062
FIBIN,0.092202536
C9orf40,0.092193431
GLB1,0.092189327
BAIAP2L2,0.092184287
CCKBR,0.092182126
GPR183,0.092181538
CDKL4,0.09217791
MAP7,0.092176289
DAPK1,0.092165375
MAP3K6,0.092161399
GLE1,0.092161146
IGSF3,0.09215791
CCDC144NL,0.092152802
ATRX,0.092147747
CPEB4,0.092146591
LRRC8B,0.092136356
GRM8,0.092131546
GSPT1,0.092119687
CCDC59,0.092117168
KCNAB1,0.092108875
GAB2,0.092104737
EIF1AX,0.092102686
DAPK3,0.092099656
FCHO2,0.092098269
AGBL2,0.092084865
CITED2,0.092081586
HOOK3,0.092079549
CES2,0.092074148
KCTD20,0.092071349
FAM107A,0.092068364
APLNR,0.092061399
CFLAR,0.092055083
LRPPRC,0.092046838
CCDC68,0.092043875
DUSP26,0.092039053
CAMK2G,0.092021088
HIVEP2,0.092013299
ECM1,0.092009003
DYNLL2,0.092006729
DENND2C,0.091994427
DNASE1L1,0.091989193
CCDC24,0.091985433
LRP12,0.091978783
DACT3,0.091974138
C1orf94,0.091971502
CHST15,0.091970862
CTSS,0.09195813
AGBL3,0.09195642
FAM209A,0.09195026
C6orf89,0.091950213
GFRA3,0.091940651
CDC42EP3,0.091939483
CXXC5,0.091937562
EYA3,0.091926078
MAN2B1,0.091915163
DEPDC1,0.091896504
FITM1,0.091891178
DAGLB,0.091882021
C19orf48,0.09187112
IL33,0.091870467
KCNQ1DN,0.09186403
GABRA1,0.091861307
CCDC115,0.091858682
IFFO1,0.091855163
JAKMIP3,0.091851383
AMN,0.091849887
AP2S1,0.09183842
HPS6,0.09181919
CABP5,0.091818403
GPHN,0.091809342
CX3CL1,0.091801519
GALR1,0.091787313
CLEC2D,0.091786146
CCDC114,0.091777627
DDB2,0.091777548
ASB7,0.091769751
BTNL9,0.091769024
IL17REL,0.0917601
CCR3,0.091760087
KCNE4,0.091759721
ITGAM,0.091758112
CHPF,0.091755524
MED15,0.091746769
CDKAL1,0.091738869
LIN54,0.091733828
IRX5,0.091712226
IL27,0.091694648
DENND3,0.091689261
ACYP1,0.091689242
ELAVL1,0.091685435
C11orf68,0.091682267
AVEN,0.091672263
DEPDC5,0.091670537
GALNT2,0.091668553
LRRIQ1,0.091664378
DYTN,0.091650965
AQP11,0.091577744
ARID5A,0.091574745
CCL24,0.091569677
FAM133A,0.091566806
ATAD5,0.091555989
CASP5,0.091549415
FAM13B,0.091545721
FBXO45,0.091537117
F7,0.091534646
HTATSF1,0.091531483
ARMCX4,0.091525345
FRMD1,0.091512383
KBTBD7,0.091509859
ATG10,0.091505885
GRIK3,0.091497036
HIST1H2BH,0.091495933
IFT81,0.091493688
ADAM7,0.091490986
GDPD1,0.091475884
EXOC3L2,0.091475628
HGS,0.091465521
HPGD,0.091461754
C8orf58,0.091453658
MCF2L,0.091441517
DCAKD,0.091432013
CASP8AP2,0.091422543
ESRRA,0.091420038
ABHD4,0.091413899
IFIT5,0.091409679
CLPP,0.091402855
MAT2B,0.091398054
GNS,0.091393604
BRPF3,0.09138522
EIF2AK4,0.091383947
DUSP19,0.091383185
ARHGEF9,0.09138262
CREM,0.091381121
IL15RA,0.091381098
CLDN14,0.091376873
CABP4,0.091373475
GNPTG,0.091370517
IFT52,0.091362264
COX6A2,0.091355034
DTX2P1_UPK3BP1_PMS2P11,0.091347416
DUS4L,0.091346199
EDIL3,0.09131923
HAMP,0.091312401
LINC00473,0.091300258
CCDC85B,0.09128339
HIF1AN,0.091271969
DIRC2,0.091266017
KDELR3,0.091240043
CLEC12A,0.091226387
GAB4,0.091223311
KDELR1,0.091218892
FAM111A,0.0912095
BPGM,0.091202726
GADD45GIP1,0.091199886
LOC286359,0.091194705
ALPK1,0.091191707
F2R,0.091190066
ATAD3B,0.091187589
LCNL1,0.091185848
MDC1,0.091180738
CDKN3,0.091176064
IFRD1,0.091149921
EPHX1,0.091147701
MFSD9,0.091139818
GAPDHS,0.091135763
DDX19B,0.091122182
CLPS,0.091118726
DOCK8,0.091112595
DIXDC1,0.091097126
CBL,0.091082436
CTSC,0.091081985
FLRT2,0.091079139
DZIP1,0.09107734
GEMIN7,0.091053397
GABRG2,0.091050126
C6orf62,0.091046012
CNOT7,0.091037556
INO80,0.091021876
CCDC127,0.091017074
LOC440084,0.091013893
LRRC24,0.091013849
IDH3G,0.091011125
KRBA1,0.091009096
CILP2,0.091001618
EXOC6B,0.090989481
KLK15,0.090959424
BCAM,0.090956567
CDKN1A,0.090953664
ADCY1,0.090951092
DPF3,0.09093972
LRRC29,0.090938613
LINC00294,0.090932829
DDX25,0.090932224
KCTD17,0.090930637
ITSN2,0.090927038
GRN,0.090918047
GPR39,0.090907193
HECA,0.090906534
COL22A1,0.090902604
FBLN7,0.090897206
ITCH,0.090895586
LYN,0.090887741
CEP192,0.090885688
DAP,0.090880173
APH1A,0.090878352
GDPD2,0.090855574
IRAK1,0.090841896
CYP11B1,0.090837541
EIF2S1,0.090822963
FUT5,0.090821618
MAP7D3,0.09082108
GABARAP,0.090807596
C2CD3,0.090793363
CMPK1,0.090788103
BCL3,0.090777082
FLT3,0.090767279
GNRH2,0.090753306
HPCA,0.09074494
DTNB,0.090743723
DUS3L,0.090734083
DCAF4,0.090726573
CYLD,0.090722872
ANKRD34C,0.090719983
ASCC3,0.090716121
C19orf38,0.090710713
DBNDD1,0.090709106
LILRP2,0.09070827
FRMD8,0.090706011
CASC4,0.0907015
LILRA1,0.090700402
DNER,0.090697367
FOXS1,0.090673475
BCL2L11,0.09067017
ABCC12,0.090659859
IFNAR1,0.090608373
DMAP1,0.090606205
KLF3,0.090592198
MICALL2,0.09059203
MED18,0.090589758
INPP1,0.090584134
FBXL22,0.090578413
FUT11,0.090574564
ELMO1,0.09056737
AGA,0.090564732
COMTD1,0.090559509
C19orf66,0.090558702
ALDH1B1,0.090557265
FAM89B,0.090548537
GSTA4,0.090535178
CSNK1A1L,0.090530044
MARCO,0.090525206
BRAP,0.090519209
AP1S3,0.090497498
GPN1,0.090492792
ANKRD24,0.090489246
MBNL3,0.090485015
INTS6,0.09047976
LINC00304,0.090476086
LYPD6,0.090473138
LINC00158,0.090471647
IQGAP3,0.09046579
BDH1,0.090464674
METTL2A,0.090454542
DSEL,0.090444202
HMOX1,0.090443273
ME3,0.090438564
GFER,0.090434649
CNOT6L,0.090431727
GCC2,0.09042459
FOXH1,0.090422967
ADNP2,0.090420613
ADAM10,0.090420549
BLOC1S2,0.090414217
IFT20,0.09039028
BCL2L10,0.090382326
DENND4B,0.090380254
DCAF7,0.090365279
CYB561,0.090362377
ANKIB1,0.090360891
LOC441601,0.090358196
CDH10,0.090357341
HIST1H2BD,0.090357298
EML5,0.090349301
FADS6,0.090339438
KCNA2,0.090330137
ERH,0.090321708
KRT14,0.090321096
ATP6V1A,0.090309156
ANKRD13B,0.090298503
GFOD2,0.090295978
B4GALT7,0.090291359
C11orf1,0.090290864
BCHE,0.09028378
DIMT1,0.090280025
FBXO3,0.090275953
LTBP2,0.090267182
BAHD1,0.090265513
BCKDK,0.090255961
BRD2,0.09025282
GOLPH3,0.090250047
IVL,0.090244144
DHX9,0.090242824
AMDHD2,0.09022968
GUCA1B,0.090228238
CCDC66,0.090213378
HECTD1,0.090206626
DNAJC30,0.090205798
LCE1D,0.090203658
ALPP,0.090201842
ERCC8,0.090196308
LAMC2,0.09019435
FAXC,0.090183037
ITPK1,0.090181206
IARS,0.090166967
KCTD14,0.090158047
CDC7,0.090152195
GYPC,0.090150981
MAD2L1,0.090150826
ELANE,0.090144406
LAT2,0.090139691
C9orf106,0.090136185
GFRAL,0.090132141
MDH2,0.090131086
BMP10,0.09013108
CNOT8,0.090130687
AXIN2,0.090121049
DGKB,0.090115648
CNNM2,0.090114177
HHEX,0.090105438
FBXO28,0.090104346
LIN37,0.090096593
GGT6,0.0900912
CAB39L,0.090088696
INO80D,0.09008383
DBX1,0.090079769
FCGRT,0.090079436
ARMCX3,0.090077964
AHSG,0.090075575
ARMC1,0.090043355
C2orf72,0.090037971
EZH1,0.090035161
BAG3,0.090033228
ARHGAP9,0.090032581
FAM162B,0.090020028
ACP5,0.090017487
MAMLD1,0.090017413
GMPPA,0.090017213
CBX1,0.090015052
ENPP5,0.090012296
DUSP6,0.090009587
FNIP1,0.090004381
INSR,0.089994903
CXCL6,0.089991784
MAP1S,0.089987181
MAP3K10,0.089984596
G6PD,0.089984448
LRRC42,0.089977783
CALM1,0.089971536
C19orf44,0.089971044
FLOT1,0.089970852
ANKRD20A12P,0.089964422
ARID5B,0.089958527
ATAD1,0.089956447
COMMD9,0.089951995
FASTK,0.089946179
FAAH,0.089945082
ACTR1B,0.089942679
CSRNP2,0.089934082
DDHD1,0.089931016
CPSF2,0.089928958
FAM120A,0.089925987
DLX1,0.089924852
HPCAL1,0.089922411
C17orf75,0.089920646
LGR4,0.089917397
KCNJ12,0.089915077
CENPM,0.089914093
DNAH9,0.089907717
ARFIP2,0.089897218
CYP4B1,0.089888739
GGCT,0.089888404
CCDC158,0.089885305
EDA,0.08988117
CYP2E1,0.089875832
BHMT2,0.089874752
LENEP,0.08987314
MAP2K7,0.089869508
DPP10,0.089868846
LUZP1,0.089842348
ANKS3,0.089837755
FZD2,0.089836623
CCDC28B,0.08983582
MAGEH1,0.089831714
COCH,0.089830618
C12orf43,0.089817293
DMRTA2,0.089803828
MBD3,0.089800657
HIC2,0.089793242
GPR152,0.089791892
CCDC40,0.089786183
IRX4,0.08978509
JAG2,0.089783715
MANEA,0.089743066
GAK,0.089728261
AHR,0.089710062
ASXL1,0.089709472
ATR,0.089708473
ITGA5,0.089705092
CD55,0.089682818
CXorf38,0.089682776
DDX60L,0.089679577
CGREF1,0.0896655
AP3M2,0.089654122
ANKS1A,0.089636404
CXCL2,0.089622565
CDK9,0.089620356
KCNN3,0.08961469
CCDC152,0.089600764
HK2,0.089600147
ABCA3,0.089590731
GPSM3,0.089581825
ARCN1,0.089580084
GMDS,0.089541974
KIF2C,0.089541739
ADAMTSL5,0.089540387
GTF2A1,0.089538383
C1R,0.089513964
DOK3,0.089511666
INVS,0.089511436
CCNJ,0.089509343
HIST1H2BN,0.089508762
MCCC2,0.089489791
GBA,0.089488566
GPR157,0.089474685
GAST,0.089474505
HEATR4,0.08946816
IGF2BP2,0.089465832
ACTR2,0.089465114
ETV3,0.089464643
DTWD1,0.089463984
HIST1H2BL,0.089458687
LOC100126784,0.08944336
KRTAP4_1,0.089431961
MASTL,0.089419414
MAGI2,0.089411843
HDAC8,0.089410366
HTR5A,0.089396071
KCNH5,0.089389635
FBLIM1,0.089382226
INTU,0.089367809
FUNDC1,0.089358379
LYSMD1,0.089356515
DBF4B,0.089355925
CUL4B,0.089348748
GSTCD,0.089348484
HCG18,0.089343825
DNAJC8,0.089340598
AVPR2,0.089335296
MFSD5,0.089328976
LUC7L,0.089311866
ASH2L,0.089306648
ALPPL2,0.089304627
CRIPT,0.08930317
CRCP,0.089294495
GNL1,0.089293357
HS3ST2,0.08928318
DDX10,0.089280309
LPCAT4,0.089255047
KIAA1217,0.089254404
KATNAL1,0.089253871
ATP9A,0.089251753
MAK16,0.089251086
LEPROTL1,0.089241949
FAM91A1,0.089240508
KLF11,0.089236594
BLCAP,0.089232535
IER5,0.089223143
ARHGEF6,0.089209778
CCT6P1,0.089209013
HR,0.089206336
DND1,0.089204118
CACNA1I,0.089194411
HCN4,0.089191498
DCHS1,0.089190997
E4F1,0.089189787
KRTAP3_2,0.08917848
EMP3,0.089175821
ELL,0.089164457
ALKBH5,0.08915722
EPN3,0.089156876
GABPB1,0.089154741
HIST1H2BI,0.089150233
KCNA3,0.089144849
CLCN3,0.089136533
MFSD10,0.089135046
AGPAT5,0.089126899
BET1,0.089123201
ACADSB,0.089112551
IAPP,0.089109494
DEK,0.089103666
C7orf13,0.089102383
DPF2,0.08909833
C4orf19,0.089087156
CYBA,0.089084844
ITGB7,0.089081082
GMEB2,0.089078321
C21orf58,0.089077668
FAM104A,0.089071937
ANKMY2,0.089071731
HUWE1,0.089069498
BTN2A1,0.089066823
BRMS1L,0.089044788
FAM117B,0.089041159
GVINP1,0.089031049
ERICH1,0.089028828
FMOD,0.089027521
HAR1A,0.089013024
ANP32E,0.089001772
GRID1,0.088999625
CROCCP2,0.088997624
METTL8,0.088995098
AMOTL1,0.088988622
ARL5B,0.088986297
APOOL,0.088983686
LIN52,0.088980911
ANKH,0.088963612
C11orf42,0.088960136
ANKRD17,0.088945232
LOC389199,0.088944053
ACADVL,0.088898046
GNPDA1,0.088895045
FGFBP3,0.088893926
BRD9,0.088880138
HUS1,0.088865739
LRRN3,0.088864253
AP1G1,0.08886151
DGAT1,0.088860476
ESYT1,0.08885242
CXCL3,0.088848859
FNDC3A,0.088845982
HAVCR2,0.088844294
GSTO2,0.088837961
GGA2,0.088834919
CMBL,0.088834705
EIF2A,0.088825736
ATP2B1,0.08881255
ADAM23,0.088798218
LINC00302,0.08878723
ANKRD20A9P,0.088784733
GZMM,0.088779992
MAML2,0.08877942
ATP10B,0.088764862
LST1,0.08876331
EVI2B,0.088761487
KCNC2,0.088751165
GTF2E1,0.088746532
CDH11,0.088738375
CAPRIN2,0.088719998
LOC90246,0.088717805
ENKUR,0.088695834
CHGA,0.088684114
FXR1,0.088674085
KCTD15,0.088672324
IQCE,0.088667405
GPNMB,0.088664495
IQCA1,0.088664464
COX6B2,0.08866354
C8orf74,0.088660574
MAFB,0.088658726
BCL2,0.08865167
CAMK2B,0.088650134
CSDC2,0.088649951
CYB5R1,0.088640449
AFAP1,0.088638826
CTBP1,0.088628229
HIST1H2BE,0.088619651
ARID1A,0.088617932
DCT,0.088605883
FOXRED1,0.088587936
FSTL3,0.088584125
COL18A1,0.088581727
FDX1L,0.088562114
BCAN,0.088551931
ADAMTS8,0.088549285
HILS1,0.088539948
C9orf147,0.088538438
HEBP2,0.088535799
GPR34,0.088528099
EID2,0.088526513
ARSD,0.088525489
DNAJB9,0.088516036
ALDH5A1,0.088514298
KCNS1,0.088508994
FAM162A,0.088498187
MAPKAP1,0.08849539
LTK,0.088494267
DOCK10,0.088493681
DPH5,0.088489654
CASP8,0.08847692
CASP10,0.088476319
GFPT1,0.088466796
GPR182,0.088466467
C8orf44,0.08844981
IGSF9,0.088447706
FRMD6,0.088441999
ALDH16A1,0.088439154
MGEA5,0.088432754
KRTAP2_3,0.08841922
HLF,0.088409087
C8orf82,0.088394658
ATAD2,0.088391492
CDA,0.08838998
DPY19L3,0.08838157
DLX4,0.088374787
CCAR1,0.08837238
GLMN,0.088363193
C3orf70,0.088361466
CD99,0.088346797
COX5A,0.08833882
GPD1L,0.088336095
JRK,0.088322183
KIF15,0.088321987
HIST1H2BF,0.088315546
GRIP2,0.088315174
LHFPL5,0.088309206
C1orf109,0.088307369
FNDC4,0.08830547
HLA_DOB,0.088291764
DDX24,0.088291495
DRD2,0.088287951
ATP6V0C,0.088286857
ADCK1,0.088281946
BAG2,0.088267234
CTDP1,0.088267046
MICALL1,0.088259691
FOXL1,0.088256529
BCAP31,0.088247526
GJC1,0.088236865
MARK4,0.088228158
FAM69A,0.088216039
DDX23,0.088198926
CAV2,0.088193174
C6orf201,0.088192844
CACNA1F,0.088189066
ATXN7,0.088185657
AMN1,0.088183692
C1orf158,0.088178559
CCT6B,0.088165212
GK,0.088155834
AGRN,0.088151125
CRIM1,0.088145898
KLHDC2,0.088145006
ADAMTS10,0.088139018
C17orf100,0.0881351
FOXR1,0.088133648
MCHR1,0.088132813
MFSD1,0.088131522
EIF5A,0.088122289
HS6ST1,0.088120234
FKTN,0.088099539
IDS,0.088092135
CDK5,0.088085423
DNAJC17,0.088077133
LETM1,0.088074298
LINC00476,0.088072682
FLOT2,0.088069569
CALR,0.08806894
CASKIN1,0.088068628
MED14,0.088059423
DNAJC28,0.08805807
CPSF1,0.088052889
LRRC20,0.088044205
DLK2,0.088040747
LOC728024,0.088039838
CSGALNACT2,0.088038539
LRRC17,0.088032176
ANGPTL6,0.088016034
CKAP5,0.088000024
COL5A2,0.08798725
ARMC9,0.087986709
ATAD3C,0.087985048
LPCAT2,0.087984258
CLTA,0.087983816
ADAM33,0.087981651
LEPR,0.087972051
AFF4,0.087969753
DYNC1LI2,0.087954116
ACTL6B,0.087949467
LRRN1,0.087941872
LCE1C,0.087933776
IRX1,0.087930278
ARL4C,0.087923483
CEP70,0.087918972
KATNAL2,0.087910113
COMMD7,0.08790384
KCNT1,0.08789633
KCNH7,0.087894029
HIST3H2BB,0.087873524
MAP3K7,0.087871644
GIMAP2,0.087868578
AES,0.087864042
F8A1,0.087860727
ATG4D,0.087860507
LRP2BP,0.087857284
DSTN,0.087854174
FAM76A,0.0878501
MGAT1,0.087836499
CUL2,0.087835934
FAM135B,0.087829506
LRRTM4,0.087829161
FAM50A,0.087826905
FAM160B1,0.087822879
C12orf60,0.08782169
KIAA1109,0.087820829
C9orf116,0.087808556
MDM2,0.087802839
IL17RA,0.087796673
MCRS1,0.087796172
LGALS9C,0.087787801
ALDH18A1,0.087781621
H6PD,0.087774973
COPS7A,0.087769099
LGALS3BP,0.087764171
CDKN2AIP,0.087763854
FUT6,0.087753299
ATP6AP1,0.087736529
ESR1,0.087725164
DHODH,0.087716805
EEF2,0.087714488
CCDC65,0.087700459
DTNA,0.087680641
FICD,0.087671432
DNAJA1,0.087669563
AASDHPPT,0.087661247
ITPKA,0.08764899
KDM2A,0.087634512
CBY1,0.087634248
ARHGAP19,0.087628648
LMOD1,0.087621446
AMBRA1,0.087616796
LURAP1L,0.087608119
BEND5,0.087596973
ANKRD13D,0.087596162
CD3D,0.087593929
DECR2,0.087588376
LRRC14,0.087584488
CCNG1,0.087579867
INTS2,0.087555613
MCM2,0.087554955
KRTAP19_2,0.087551802
LIX1,0.087550946
GGT3P,0.087535954
ARIH1,0.087534344
CNTROB,0.087518865
LRRC63,0.087517691
IGFL3,0.087512568
CNTNAP3,0.087506221
EIF1B,0.087505717
CCNK,0.087496174
CEP120,0.087492008
ATXN7L3,0.087488807
HCFC1R1,0.087488774
ARHGEF18,0.087479965
DCBLD2,0.087477188
BHLHE23,0.087475138
FLYWCH1,0.087456687
ACAD9,0.087454463
GIPR,0.087451443
MFAP3,0.087450607
CDC40,0.087445288
FSTL4,0.087441686
BTN3A1,0.08743858
ELL2,0.08743002
IL3RA,0.087424802
COPA,0.087422562
DNASE1,0.087421872
MIB1,0.087407574
ELP4,0.087402133
LAMA5,0.087400581
CAMK1G,0.087387263
CACNG2,0.087386329
CTF1,0.087366566
LEO1,0.087333017
GNL2,0.087325159
CCDC142,0.087323144
GOLT1B,0.087304328
GBA2,0.087301551
MDH1,0.087287154
MDH1B,0.087286966
GRWD1,0.087283506
IFI6,0.087273097
AP2M1,0.087267116
C17orf58,0.087264049
CACNG4,0.087260624
LRRC37B,0.087251932
ASNA1,0.087237023
ACOT4,0.087236226
AFG3L1P,0.08723165
C19orf24,0.087218169
LONRF3,0.087215763
CCDC154,0.08721387
GALNT10,0.087212133
GPR85,0.087206169
FAM204A,0.08720616
LGALS4,0.087205543
CBX7,0.087198805
CBLB,0.087190032
AAED1,0.087181339
COQ6,0.087178664
BCKDHB,0.087173914
CSDE1,0.0871557
FAM118B,0.08714865
MGST1,0.087148476
ASPDH,0.0871365
IL13RA1,0.087136014
LOC100506282,0.087125819
CCDC126,0.087125136
ARTN,0.087115203
AKTIP,0.087110052
LGI1,0.087106764
GNPAT,0.08710561
IQCG,0.087102381
CCDC8,0.087097468
CHMP4B,0.087087735
AGTPBP1,0.0870866
GABARAPL3,0.08708478
H1FX,0.087077105
DDX3X,0.087063121
G6PC3,0.087057721
C16orf95,0.087054559
ANK1,0.087046066
KCNK15,0.08704461
GSDMB,0.08703884
DOCK7,0.087030069
AZI2,0.087023778
HEBP1,0.087019116
KLHL4,0.087008937
ANKRD45,0.087005608
GDF15,0.086999623
MAGEE2,0.086995037
ERP29,0.08699321
H1FNT,0.086986236
CRB3,0.086981977
HEATR3,0.086981491
GNB3,0.086979158
GOLGA2,0.086974808
COPS2,0.086967507
GTPBP2,0.086957732
ARHGAP5,0.086956135
CDO1,0.086925774
EIF5A2,0.086917038
HNRNPCL1,0.086916776
LRP1,0.086914297
FGF3,0.08691341
LTBR,0.086903269
CEP78,0.086901797
GALNT11,0.086886278
C16orf91,0.086885951
CASP4,0.086882412
GNG13,0.086877602
HAPLN4,0.086876982
FAM201A,0.086870448
C9orf139,0.086864803
DARS2,0.0868607
AGFG2,0.086849869
C1QTNF4,0.086849252
JAK3,0.086838403
CCDC85C,0.086836603
GLRX5,0.086834377
FLAD1,0.086832198
AGGF1,0.086832163
ERLIN2,0.086829856
CDK10,0.086827532
ETV5,0.086799152
C2orf50,0.086797153
AMFR,0.086777619
CASC2,0.086773342
AKT2,0.086771858
GEMIN6,0.086771398
HHIPL1,0.086757573
CIZ1,0.086757344
CEP57,0.086755429
LYPD3,0.08675462
ENTPD5,0.086740994
C11orf16,0.086734453
HIVEP1,0.086733359
CCDC51,0.086711915
GPAT2,0.086693159
DDX58,0.086678895
AATK,0.086678565
ARGLU1,0.086672912
CDH18,0.086651726
CD4,0.086647993
GNAO1,0.086634399
GLB1L,0.086627689
CYSLTR1,0.086619421
A2ML1,0.086617141
ICOSLG,0.086614148
EED,0.086613991
COLEC11,0.086608983
CCNE1,0.086603995
EVI5L,0.086600157
ANKRD20A8P,0.086594059
DIAPH1,0.086572073
CATSPER2P1,0.086570954
MEGF8,0.086557801
CXorf56,0.086549766
CETN3,0.086548658
CXCL14,0.0865311
GOT1,0.086529177
GAPDH,0.086527331
FTO,0.086520527
FANCF,0.086519613
KRTAP5_7,0.086514552
ALDH9A1,0.086510517
INTS4,0.086510357
COPS4,0.086510162
ABCB10,0.086484543
FGF18,0.08648442
DNTTIP2,0.08647974
AVIL,0.086474642
AIFM2,0.086471611
LOC642929,0.086470388
GALK2,0.086469053
C19orf73,0.086467036
BCCIP,0.086451695
IRAK1BP1,0.08645113
LEMD3,0.086428257
ARF6,0.086416761
ALOX5AP,0.086410076
ALG8,0.086407743
GHITM,0.086402042
EHD2,0.086391115
KRTAP10_6,0.086390034
FMN1,0.086387818
APOC1,0.086387398
CDCA3,0.086383616
ABHD3,0.086381555
DNAJC25,0.086373479
FUCA2,0.086369744
ING3,0.086363237
MED21,0.086361635
GJA8,0.086351499
DUSP7,0.086347123
IL17RD,0.086339532
CACNG1,0.08633814
APPL2,0.086327505
DNAJA3,0.086308936
ANKRD2,0.086305921
HDAC7,0.086299968
CCDC69,0.086293498
HOMEZ,0.086286594
ERBB2,0.086284806
MCM6,0.086284642
HNRNPL,0.086282029
CLEC2L,0.086280053
BCL2L2,0.086274471
HMGCS2,0.086272963
CNOT2,0.086271959
ATP6V0D1,0.086264862
FADS3,0.086258108
GART,0.086237488
BBS5,0.086230986
C1orf112,0.08622818
FN3K,0.086225683
ADCY3,0.086223597
AHNAK,0.086214835
BANF1,0.086203511
MAML3,0.086201772
FAM136A,0.086201219
MAP7D1,0.086200097
ACOT13,0.08617557
FAM114A1,0.086169726
IMPACT,0.086166337
FBXW5,0.086157803
EID3,0.086137934
BICD1,0.086129642
LIME1,0.086129194
ADIPOR1,0.086128118
MAEA,0.086125598
HAND2,0.086119577
DDX5,0.086090921
HINT1,0.086088674
ADH5,0.086080253
DGCR6,0.086074355
CCDC77,0.086073838
CD19,0.086073603
CREBBP,0.086067611
BCAS3,0.086063958
KCTD8,0.086060473
CILP,0.086058415
DNAJC18,0.08602612
COX7A2L,0.08602384
MAP3K2,0.086016684
CKAP4,0.086010812
CNR2,0.08600741
EXD2,0.08599687
LOC728739,0.08599351
LIMK2,0.085990976
EN2,0.085980922
ACCS,0.085979129
ALDH3A2,0.085976463
KCNA1,0.085968807
ARHGAP22,0.085958233
KRT18P55,0.085954297
GPR19,0.085946286
KCNK7,0.08593904
CCDC157,0.085933986
GEMIN5,0.085929749
CLDN3,0.085925705
HYOU1,0.08590231
LRRC8C,0.085898257
HMGXB3,0.085896249
EDF1,0.08589495
C5orf24,0.085884157
HMGN1,0.085879923
BTBD1,0.08587881
ACLY,0.085873872
ATG9A,0.085845226
APBB3,0.085839886
GLRX3,0.085833663
ERC1,0.08582992
ABCD3,0.085821174
AIF1,0.085819581
LRRC46,0.085810715
C10orf105,0.085805631
CD79A,0.08580481
C6orf47,0.085796358
MCHR2,0.085764459
MAPK7,0.08576025
GAL,0.085752976
FZD6,0.085745812
FLYWCH2,0.085731898
FOXC2,0.085730777
CHCHD3,0.085729503
